,MONTH,MONTH(PADDED),DAY,DAY(PADDED),HOUR,HOUR(PADDED),AIR TEMP,WIND SPEED,SOLAR RADIATION,RAIN GAUGE,PEOPLE COUNTER
061224,06,06,12,12,24,24,25.19,2.5,45.475,0,0
061201,06,06,12,12,01,01,25.66083333,2.666666667,36.925,0,1
061202,06,06,12,12,02,02,24.5225,1.5,9.775,0,1
061203,06,06,12,12,03,03,24.12,2,10.88333333,0.033333333,1
061204,06,06,12,12,04,04,23.88,2.333333333,6.175,0.033333333,1
061205,06,06,12,12,05,05,23.85083333,0.583333333,1.583333333,0,0
061206,06,06,12,12,06,06,23.84166667,1.25,0,0,0
061207,06,06,12,12,07,07,23.63666667,1.25,0,0,1
061208,06,06,12,12,08,08,23.4725,1.583333333,0,0,2
061209,06,06,12,12,09,09,23.115,0.75,0,0,2
061210,06,06,12,12,10,10,23.0575,0.75,0,0,1
061211,06,06,12,12,11,11,22.93,1.666666667,0.133333333,0,1
061212,06,06,12,12,12,12,22.79333333,1.25,0,0,3
061313,06,06,13,13,13,13,22.63666667,0.916666667,0,0,4
061314,06,06,13,13,14,14,22.56916667,0.75,0,0,5
061315,06,06,13,13,15,15,22.49666667,0.416666667,0.133333333,0,3
061316,06,06,13,13,16,16,22.45083333,0.916666667,0.066666667,0,6
061317,06,06,13,13,17,17,22.2075,0.666666667,0.066666667,0,12
061318,06,06,13,13,18,18,22.03416667,0.416666667,0.066666667,0,14
061319,06,06,13,13,19,19,21.95333333,0.666666667,0.066666667,0,3
061320,06,06,13,13,20,20,21.9525,0.583333333,11.93333333,0,6
061321,06,06,13,13,21,21,22.49,1.166666667,42.275,0,5
061322,06,06,13,13,22,22,23.94333333,1.166666667,89.78333333,0,3
061323,06,06,13,13,23,23,26.11583333,1.333333333,142.625,0,2
061324,06,06,13,13,24,24,27.57666667,2.166666667,158.525,0,2
061301,06,06,13,13,01,01,28.0075,2.083333333,118.8666667,0,2
061302,06,06,13,13,02,02,27.75916667,2.333333333,87.76666667,0,1
061303,06,06,13,13,03,03,26.80416667,2.5,60.04166667,0,1
061304,06,06,13,13,04,04,26.24666667,3.75,24.625,0,0
061305,06,06,13,13,05,05,25.80333333,4.75,1.591666667,0,1
061306,06,06,13,13,06,06,25.7775,1.25,0.066666667,0,0
061307,06,06,13,13,07,07,25.90666667,3.916666667,0,0,1
061308,06,06,13,13,08,08,25.80083333,2.833333333,0.066666667,0,2
061309,06,06,13,13,09,09,25.475,2.083333333,0.066666667,0,1
061310,06,06,13,13,10,10,25.33083333,2,0,0,1
061311,06,06,13,13,11,11,25.46666667,3.833333333,0.066666667,0,2
061312,06,06,13,13,12,12,25.30333333,2,0,0,3
061413,06,06,14,14,13,13,24.84833333,0.916666667,0.066666667,0,5
061414,06,06,14,14,14,14,24.56416667,0.416666667,0.066666667,0,3
061415,06,06,14,14,15,15,24.40833333,0.583333333,0,0,4
061416,06,06,14,14,16,16,24.2875,0.75,0.066666667,0,3
061417,06,06,14,14,17,17,24.0675,1.333333333,0.066666667,0.066666667,10
061418,06,06,14,14,18,18,23.755,1.083333333,0,0.033333333,14
061419,06,06,14,14,19,19,23.80916667,2.25,0.066666667,0.016666667,9
061420,06,06,14,14,20,20,24.14083333,2.5,0.266666667,0,7
061421,06,06,14,14,21,21,24.42916667,2.5,14.75833333,0,8
061422,06,06,14,14,22,22,24.64,2.416666667,32.76666667,0,6
061423,06,06,14,14,23,23,26.57333333,3.833333333,130.1916667,0,3
061424,06,06,14,14,24,24,27.91,6.916666667,163.65,0,2
061401,06,06,14,14,01,01,28.52916667,4.666666667,129.2166667,0,1
061402,06,06,14,14,02,02,28.91,5.833333333,139.9916667,0,2
061403,06,06,14,14,03,03,28.63,9.166666667,98.175,0,1
061404,06,06,14,14,04,04,28.02333333,4.25,24.85,0,1
061405,06,06,14,14,05,05,26.65833333,4.75,3.533333333,0,0
061406,06,06,14,14,06,06,25.46,5,0.066666667,0,0
061407,06,06,14,14,07,07,24.69833333,5.25,0,0,2
061408,06,06,14,14,08,08,24.00916667,4.333333333,0.066666667,0,1
061409,06,06,14,14,09,09,23.535,4.416666667,0,0,1
061410,06,06,14,14,10,10,23.19666667,3.083333333,0,0,1
061411,06,06,14,14,11,11,22.59083333,1.75,0,0,4
061412,06,06,14,14,12,12,22.48583333,2.166666667,0,0,1
061513,06,06,15,15,13,13,22.2225,2.083333333,0,0,2
061514,06,06,15,15,14,14,22.1125,2.416666667,0,0,4
061515,06,06,15,15,15,15,22.4175,3.916666667,0.133333333,0,6
061516,06,06,15,15,16,16,21.76166667,2.083333333,0.066666667,0,5
061517,06,06,15,15,17,17,21.12666667,2.166666667,0.066666667,0,6
061518,06,06,15,15,18,18,20.95166667,1.166666667,0.066666667,0,13
061519,06,06,15,15,19,19,20.5775,0.916666667,0,0,10
061520,06,06,15,15,20,20,20.8475,1.666666667,11.5,0,13
061521,06,06,15,15,21,21,22.35083333,3,57.95,0,5
061522,06,06,15,15,22,22,23.89083333,4.166666667,114.775,0,7
061523,06,06,15,15,23,23,25.3375,3.833333333,145.8916667,0,2
061524,06,06,15,15,24,24,26.5825,5,159.5083333,0,3
061501,06,06,15,15,01,01,27.30333333,3.833333333,154.225,0,2
061502,06,06,15,15,02,02,27.85083333,4.916666667,130.475,0,0
061503,06,06,15,15,03,03,27.87,6,87.50833333,0,1
061504,06,06,15,15,04,04,27.64166667,4.5,23.86666667,0,0
061505,06,06,15,15,05,05,26.815,3.083333333,2.216666667,0,0
061506,06,06,15,15,06,06,25.675,3.916666667,0,0,1
061507,06,06,15,15,07,07,24.87416667,2.5,0,0,0
061508,06,06,15,15,08,08,24.66333333,2.166666667,0.066666667,0,0
061509,06,06,15,15,09,09,24.39583333,3.333333333,0,0,1
061510,06,06,15,15,10,10,23.655,3.25,0.066666667,0,1
061511,06,06,15,15,11,11,23.26333333,2.416666667,0,0,1
061512,06,06,15,15,12,12,22.875,1.333333333,0,0,2
061613,06,06,16,16,13,13,22.71666667,1.666666667,0,0,2
061614,06,06,16,16,14,14,22.34833333,1.833333333,0,0,3
061615,06,06,16,16,15,15,22.11166667,2.75,0,0,3
061616,06,06,16,16,16,16,21.30916667,1.333333333,0.066666667,0,4
061617,06,06,16,16,17,17,21.6425,0.916666667,0,0,5
061618,06,06,16,16,18,18,21.79166667,1.166666667,0,0,9
061619,06,06,16,16,19,19,21.375,0.916666667,0,0,3
061620,06,06,16,16,20,20,21.69416667,1.166666667,14.71666667,0,3
061621,06,06,16,16,21,21,23.73333333,1.583333333,61.63333333,0,4
061622,06,06,16,16,22,22,25.59166667,4.25,120.6083333,0,5
061623,06,06,16,16,23,23,26.60583333,5,152.625,0,3
061624,06,06,16,16,24,24,27.40166667,6.833333333,165.25,0,3
061601,06,06,16,16,01,01,27.8925,5.666666667,160.4,0,3
061602,06,06,16,16,02,02,28.36,5.083333333,131.525,0,1
061603,06,06,16,16,03,03,28.86083333,2.916666667,82.96666667,0,2
061604,06,06,16,16,04,04,28.1675,4.416666667,19.70833333,0,0
061605,06,06,16,16,05,05,26.81333333,2.416666667,0.066666667,0,0
061606,06,06,16,16,06,06,26.12333333,2.666666667,0.066666667,0,1
061607,06,06,16,16,07,07,25.61916667,2.166666667,0,0,1
061608,06,06,16,16,08,08,25.12833333,2.166666667,0,0,0
061609,06,06,16,16,09,09,24.58416667,1.916666667,0,0,0
061610,06,06,16,16,10,10,23.965,1,0.066666667,0,1
061611,06,06,16,16,11,11,23.73833333,2.416666667,0,0,1
061712,06,06,17,17,12,12,23.68916667,2.25,0,0,0
061713,06,06,17,17,13,13,23.43583333,1.916666667,0.066666667,0,2
061714,06,06,17,17,14,14,23.3325,2.75,0.066666667,0,2
061715,06,06,17,17,15,15,22.805,2.583333333,0,0,4
061716,06,06,17,17,16,16,22.135,1.416666667,0,0,2
061717,06,06,17,17,17,17,21.9325,1.083333333,0,0,6
061718,06,06,17,17,18,18,21.68166667,1.833333333,0,0,6
061719,06,06,17,17,19,19,21.45333333,1.5,1.383333333,0,7
061720,06,06,17,17,20,20,21.94,0.833333333,19.91666667,0,4
061721,06,06,17,17,21,21,23.31,1.166666667,43.50833333,0,6
061722,06,06,17,17,22,22,23.92833333,2.666666667,27.125,0.1,7
061723,06,06,17,17,23,23,24.41083333,3.083333333,47.75,0,4
061724,06,06,17,17,24,24,25.11166667,2.083333333,37.35,0,4
061701,06,06,17,17,01,01,25.95666667,5.416666667,52.35,0,1
061702,06,06,17,17,02,02,26.02166667,4.333333333,48.16666667,0,2
061703,06,06,17,17,03,03,25.74416667,3.75,32.35,0,0
061704,06,06,17,17,04,04,25.34083333,4.666666667,5.2,0,0
061705,06,06,17,17,05,05,25.03166667,3.916666667,0,0,1
061706,06,06,17,17,06,06,24.90083333,2.916666667,0,0,0
061707,06,06,17,17,07,07,24.86666667,3.25,0,0,1
061708,06,06,17,17,08,08,24.9975,1.666666667,0.066666667,0,2
061709,06,06,17,17,09,09,23.55916667,2.5,0,0,1
061710,06,06,17,17,10,10,23.05416667,1.25,0.066666667,0,1
061711,06,06,17,17,11,11,23.12916667,1.583333333,0,0,1
061812,06,06,18,18,12,12,23.465,1.333333333,0.066666667,0,4
061813,06,06,18,18,13,13,23.6175,2.25,0,0,4
061814,06,06,18,18,14,14,23.40416667,1.75,0,0,6
061815,06,06,18,18,15,15,23.51666667,1.166666667,0,0,4
061816,06,06,18,18,16,16,24.0575,2.083333333,0.066666667,0,6
061817,06,06,18,18,17,17,23.1925,0.666666667,0,0,8
061818,06,06,18,18,18,18,22.65,0.583333333,0,0,13
061819,06,06,18,18,19,19,22.715,0.833333333,0.75,0,12
061820,06,06,18,18,20,20,23.92166667,0.5,15.88333333,0,8
061821,06,06,18,18,21,21,24.03,1,29.84166667,0,7
061822,06,06,18,18,22,22,25.26833333,1.333333333,89.23333333,0,7
061823,06,06,18,18,23,23,26.44833333,2,71.38333333,0,3
061824,06,06,18,18,24,24,27.18666667,2.416666667,170.95,0,1
061801,06,06,18,18,01,01,27.30916667,2.5,123.1833333,0,2
061802,06,06,18,18,02,02,26.705,2.583333333,96.04166667,0,1
061803,06,06,18,18,03,03,25.46583333,1.666666667,21.525,0,1
061804,06,06,18,18,04,04,25.3,2.583333333,10.75833333,0,1
061805,06,06,18,18,05,05,24.6175,1.083333333,0.066666667,0,0
061806,06,06,18,18,06,06,24.385,0.833333333,0,0,0
061807,06,06,18,18,07,07,24.31333333,1.166666667,0.066666667,0,1
061808,06,06,18,18,08,08,24.34666667,1.583333333,0,0,1
061809,06,06,18,18,09,09,23.57083333,1.083333333,0.066666667,0,1
061810,06,06,18,18,10,10,22.73916667,1.083333333,0.133333333,0,1
061811,06,06,18,18,11,11,21.99,0.5,0.066666667,0,2
061912,06,06,19,19,12,12,21.50333333,0.333333333,0.133333333,0,2
061913,06,06,19,19,13,13,21.28333333,0.416666667,0,0,1
061914,06,06,19,19,14,14,20.945,0.666666667,0.066666667,0,4
061915,06,06,19,19,15,15,20.7425,0.833333333,0,0,2
061916,06,06,19,19,16,16,20.65583333,0.333333333,0.066666667,0,4
061917,06,06,19,19,17,17,20.685,0.666666667,0,0,7
061918,06,06,19,19,18,18,20.89916667,1,0.066666667,0,11
061919,06,06,19,19,19,19,20.60583333,1.5,2.841666667,0,8
061920,06,06,19,19,20,20,21.21,0.833333333,30.325,0,7
061921,06,06,19,19,21,21,23.0075,2.166666667,83.475,0,6
061922,06,06,19,19,22,22,25.04,1.25,129.9,0,4
061923,06,06,19,19,23,23,26.34333333,2.583333333,147.4083333,0,4
061924,06,06,19,19,24,24,26.92583333,1.916666667,150.4666667,0,0
061901,06,06,19,19,01,01,27.59666667,2.25,146.3,0,1
061902,06,06,19,19,02,02,26.85,3.416666667,112.2083333,0,1
061903,06,06,19,19,03,03,26.2075,4.5,59.7,0,1
061904,06,06,19,19,04,04,25.75333333,3.083333333,13.8,0,0
061905,06,06,19,19,05,05,25.1875,3.333333333,0,0,0
061906,06,06,19,19,06,06,25.15083333,3.416666667,0,0,0
061907,06,06,19,19,07,07,24.9475,2.833333333,0,0,1
061908,06,06,19,19,08,08,24.435,1,0,0,0
061909,06,06,19,19,09,09,24.27666667,2.333333333,0,0,3
061910,06,06,19,19,10,10,23.96833333,1.166666667,0,0,1
061911,06,06,19,19,11,11,23.9025,3.5,0,0,1
062012,06,06,20,20,12,12,23.675,2.5,0,0,4
062013,06,06,20,20,13,13,23.38583333,1.5,0.133333333,0,3
062014,06,06,20,20,14,14,23.165,1.333333333,0,0,5
062015,06,06,20,20,15,15,22.3675,1.083333333,0,0,4
062016,06,06,20,20,16,16,21.235,0.833333333,0.066666667,0,4
062017,06,06,20,20,17,17,21.16833333,0.333333333,0.066666667,0,10
062018,06,06,20,20,18,18,21,0.916666667,0.066666667,0,14
062019,06,06,20,20,19,19,20.23,2.166666667,1.991666667,0,8
062020,06,06,20,20,20,20,19.9425,2.25,19.625,0,7
062021,06,06,20,20,21,21,20.77333333,1,73.86666667,0,8
062022,06,06,20,20,22,22,23.79,2.75,128.525,0,4
062023,06,06,20,20,23,23,25.7675,2.166666667,147.7583333,0,3
062024,06,06,20,20,24,24,26.875,2.083333333,150.6166667,0,2
062001,06,06,20,20,01,01,27.87916667,2,135.675,0,0
062002,06,06,20,20,02,02,28.38666667,2.333333333,103.175,0,1
062003,06,06,20,20,03,03,28.28,1.416666667,53.98333333,0,0
062004,06,06,20,20,04,04,27.58333333,2.083333333,5.675,0,1
062005,06,06,20,20,05,05,26.62666667,3.416666667,0,0,0
062006,06,06,20,20,06,06,26.39916667,3.416666667,0,0,1
062007,06,06,20,20,07,07,26.04833333,3.166666667,0,0,3
062008,06,06,20,20,08,08,25.5525,1.5,0,0,1
062009,06,06,20,20,09,09,25.2925,1.166666667,0,0,1
062010,06,06,20,20,10,10,24.9225,0.5,0,0,1
062011,06,06,20,20,11,11,24.94,3.083333333,0,0,1
062112,06,06,21,21,12,12,24.53166667,1.25,0.066666667,0,2
062113,06,06,21,21,13,13,24.705,2.083333333,0.066666667,0,4
062114,06,06,21,21,14,14,24.96833333,2.75,0.066666667,0,3
062115,06,06,21,21,15,15,24.7375,1.083333333,0.066666667,0,2
062116,06,06,21,21,16,16,23.89,2.166666667,0,0,5
062117,06,06,21,21,17,17,24.195,1.916666667,0,0,3
062118,06,06,21,21,18,18,23.80083333,1,0,0.016666667,11
062119,06,06,21,21,19,19,22.36583333,3.833333333,0.483333333,0.033333333,9
062120,06,06,21,21,20,20,21.8025,1.166666667,1.725,0,5
062121,06,06,21,21,21,21,22.13083333,1.25,8.725,0,4
062122,06,06,21,21,22,22,22.77,3.25,19.70833333,0,7
062123,06,06,21,21,23,23,23.99916667,2.75,98.79166667,0,1
062124,06,06,21,21,24,24,25.47833333,2.583333333,140.6833333,0,1
062101,06,06,21,21,01,01,26.605,2.75,120.9583333,0,0
062102,06,06,21,21,02,02,26.5125,2.583333333,54.63333333,0,1
062103,06,06,21,21,03,03,26.79416667,1.75,43.66666667,0,0
062104,06,06,21,21,04,04,25.84833333,1.333333333,7.833333333,0,1
062105,06,06,21,21,05,05,24.88833333,0.583333333,0.066666667,0,0
062106,06,06,21,21,06,06,24.36916667,0.166666667,0,0,0
062107,06,06,21,21,07,07,24.32416667,1.5,0,0,1
062108,06,06,21,21,08,08,23.68166667,4,0.066666667,0,0
062109,06,06,21,21,09,09,23.14666667,5,0,0,1
062110,06,06,21,21,10,10,22.60916667,5,0,0,2
062111,06,06,21,21,11,11,22.40333333,4.416666667,0,0,1
062212,06,06,22,22,12,12,21.99,4.416666667,0,0,3
062213,06,06,22,22,13,13,21.91166667,2.666666667,0,0,2
062214,06,06,22,22,14,14,21.49583333,2.25,0,0,2
062215,06,06,22,22,15,15,21.09166667,1.416666667,0.066666667,0,6
062216,06,06,22,22,16,16,20.95083333,1.25,0,0,2
062217,06,06,22,22,17,17,20.58416667,0.75,0.066666667,0,4
062218,06,06,22,22,18,18,20.64916667,0.916666667,0,0,8
062219,06,06,22,22,19,19,20.51083333,1.416666667,0.133333333,0,8
062220,06,06,22,22,20,20,20.9,2.333333333,11.85,0,5
062221,06,06,22,22,21,21,21.6325,4.25,48.04166667,0,4
062222,06,06,22,22,22,22,22.80083333,5.583333333,79.5,0,5
062223,06,06,22,22,23,23,23.56833333,4.75,80.11666667,0,3
062224,06,06,22,22,24,24,24.75916667,5.75,149.4916667,0,0
062201,06,06,22,22,01,01,24.97166667,5.333333333,55.04166667,0,1
062202,06,06,22,22,02,02,25.30583333,3.666666667,81.58333333,0,0
062203,06,06,22,22,03,03,24.66416667,5,22.83333333,0,1
062204,06,06,22,22,04,04,24.23916667,4.75,10.825,0,0
062205,06,06,22,22,05,05,23.25166667,3.5,0,0,0
062206,06,06,22,22,06,06,22.79083333,3.416666667,0.133333333,0,0
062207,06,06,22,22,07,07,22.29583333,3.583333333,0.066666667,0,0
062208,06,06,22,22,08,08,22.07333333,5.333333333,0,0,0
062209,06,06,22,22,09,09,21.7775,3.666666667,0,0,1
062210,06,06,22,22,10,10,21.145,2.916666667,0,0,1
062211,06,06,22,22,11,11,20.52,2.333333333,0.066666667,0,1
062312,06,06,23,23,12,12,20.2025,3.166666667,0,0,2
062313,06,06,23,23,13,13,19.87666667,3,0.066666667,0,1
062314,06,06,23,23,14,14,19.68916667,1.666666667,0,0,3
062315,06,06,23,23,15,15,19.72833333,2.833333333,0.066666667,0,3
062316,06,06,23,23,16,16,19.7675,2.583333333,0.066666667,0,3
062317,06,06,23,23,17,17,19.5875,1.666666667,0.066666667,0,3
062318,06,06,23,23,18,18,19.48833333,1.833333333,0,0,5
062319,06,06,23,23,19,19,19.7775,2.583333333,2.775,0,4
062320,06,06,23,23,20,20,20.64333333,2.25,28.59166667,0,5
062321,06,06,23,23,21,21,21.9825,5.333333333,80.68333333,0,4
062322,06,06,23,23,22,22,23.19333333,5.666666667,120.1416667,0,3
062323,06,06,23,23,23,23,24.2625,6.083333333,138.5916667,0,2
062324,06,06,23,23,24,24,24.86583333,6.75,141.7833333,0,2
062301,06,06,23,23,01,01,25.34083333,4.916666667,131.5166667,0,1
062302,06,06,23,23,02,02,25.55333333,5.583333333,103.9416667,0,1
062303,06,06,23,23,03,03,25.23666667,4.166666667,51.36666667,0,0
062304,06,06,23,23,04,04,24.20333333,4.833333333,7.55,0,0
062305,06,06,23,23,05,05,23.46166667,3.166666667,0,0,1
062306,06,06,23,23,06,06,23.10083333,4.5,0,0,1
062307,06,06,23,23,07,07,22.76833333,3.25,0.066666667,0,0
062308,06,06,23,23,08,08,22.05833333,4,0,0,0
062309,06,06,23,23,09,09,21.62666667,2.833333333,0,0,0
062310,06,06,23,23,10,10,21.3075,3.416666667,0.066666667,0,0
062311,06,06,23,23,11,11,20.95583333,3.416666667,0.066666667,0,1
062412,06,06,24,24,12,12,20.09166667,2.75,0,0,1
062413,06,06,24,24,13,13,19.99083333,0.666666667,0,0,1
062414,06,06,24,24,14,14,19.6875,2.333333333,0,0,2
062415,06,06,24,24,15,15,19.76083333,2,0.066666667,0,2
062416,06,06,24,24,16,16,19.84,2.583333333,0,0,3
062417,06,06,24,24,17,17,19.90083333,2.5,0.066666667,0,2
062418,06,06,24,24,18,18,20.025,3.083333333,0,0,3
062419,06,06,24,24,19,19,20.13,2.25,1.65,0,4
062420,06,06,24,24,20,20,21.01916667,2.75,25.60833333,0,3
062421,06,06,24,24,21,21,22.28083333,6.333333333,69.70833333,0,2
062422,06,06,24,24,22,22,23.295,5.75,71.71666667,0,5
062423,06,06,24,24,23,23,25.1575,6.083333333,139.0666667,0,2
062424,06,06,24,24,24,24,26.59583333,6.25,115.4666667,0,1
062401,06,06,24,24,01,01,26.72333333,5.25,70.89166667,0,1
062402,06,06,24,24,02,02,26.735,5.916666667,45.68333333,0,0
062403,06,06,24,24,03,03,26.19166667,6.5,13.65833333,0,1
062404,06,06,24,24,04,04,25.05583333,3.916666667,2.633333333,0,0
062405,06,06,24,24,05,05,24.60916667,3.083333333,0,0,1
062406,06,06,24,24,06,06,24.7375,2.833333333,0,0,0
062407,06,06,24,24,07,07,24.31333333,2.333333333,0.066666667,0,3
062408,06,06,24,24,08,08,23.75833333,2.583333333,0,0,1
062409,06,06,24,24,09,09,23.415,2.666666667,0.066666667,0,1
062410,06,06,24,24,10,10,23.4275,3.583333333,0,0,3
062411,06,06,24,24,11,11,23.17,3.75,0,0,1
062512,06,06,25,25,12,12,22.72,4.333333333,0.066666667,0,2
062513,06,06,25,25,13,13,22.48833333,3.416666667,0.066666667,0,2
062514,06,06,25,25,14,14,21.88583333,3.833333333,0,0,1
062515,06,06,25,25,15,15,21.54083333,4.75,0.133333333,0,5
062516,06,06,25,25,16,16,21.28083333,4.083333333,0,0,4
062517,06,06,25,25,17,17,21.17833333,2.583333333,0,0,4
062518,06,06,25,25,18,18,21.155,4.833333333,0,0,9
062519,06,06,25,25,19,19,20.94,4,2.133333333,0,5
062520,06,06,25,25,20,20,21.5875,3.833333333,30.25,0,6
062521,06,06,25,25,21,21,23.28166667,6,86.36666667,0,4
062522,06,06,25,25,22,22,24.315,5.916666667,119.4833333,0,3
062523,06,06,25,25,23,23,25.74666667,4.166666667,137.4166667,0,4
062524,06,06,25,25,24,24,26.43666667,4.833333333,139.425,0,1
062501,06,06,25,25,01,01,27.16583333,3.416666667,124,0,1
062502,06,06,25,25,02,02,27.145,4.833333333,92.20833333,0,1
062503,06,06,25,25,03,03,26.59083333,4,39.35,0,1
062504,06,06,25,25,04,04,25.65166667,3.75,6.533333333,0,1
062505,06,06,25,25,05,05,24.62833333,3.75,0,0,0
062506,06,06,25,25,06,06,24.03416667,3.583333333,0,0,1
062507,06,06,25,25,07,07,23.66166667,3.666666667,0.066666667,0,1
062508,06,06,25,25,08,08,23.37166667,2.833333333,0,0,0
062509,06,06,25,25,09,09,22.88583333,1.916666667,0,0,5
062510,06,06,25,25,10,10,22.22333333,2.916666667,0,0,1
062511,06,06,25,25,11,11,21.85,3.916666667,0,0,1
062612,06,06,26,26,12,12,21.34166667,1.833333333,0.066666667,0,5
062613,06,06,26,26,13,13,20.9725,2.166666667,0,0,4
062614,06,06,26,26,14,14,20.70916667,2.833333333,0.066666667,0,3
062615,06,06,26,26,15,15,20.42666667,2.583333333,0.066666667,0,1
062616,06,06,26,26,16,16,20.38916667,2.333333333,0,0,4
062617,06,06,26,26,17,17,20.13333333,2.5,0.066666667,0,4
062618,06,06,26,26,18,18,19.81333333,2.25,0.066666667,0,5
062619,06,06,26,26,19,19,20.1075,1.5,2.975,0,8
062620,06,06,26,26,20,20,21.43666667,2.75,33.675,0,5
062621,06,06,26,26,21,21,23.38166667,3.583333333,97.69166667,0,5
062622,06,06,26,26,22,22,24.75916667,4.25,136.5166667,0,5
062623,06,06,26,26,23,23,26.63416667,2.25,144.4916667,0,2
062624,06,06,26,26,24,24,27.24916667,3.583333333,140.3333333,0,2
062601,06,06,26,26,01,01,27.16,2.75,115.5333333,0,1
062602,06,06,26,26,02,02,26.72083333,2.75,73.525,0,1
062603,06,06,26,26,03,03,25.55083333,2.25,15.125,0,1
062604,06,06,26,26,04,04,24.82083333,1.75,2.975,0,0
062605,06,06,26,26,05,05,24.24583333,0.75,0.066666667,0,0
062606,06,06,26,26,06,06,24.31083333,1.083333333,0,0,0
062607,06,06,26,26,07,07,24.03333333,0.666666667,0.066666667,0,2
062608,06,06,26,26,08,08,23.31333333,0.5,0,0,2
062609,06,06,26,26,09,09,22.63916667,0.166666667,0,0,2
062610,06,06,26,26,10,10,22.02666667,0.75,0,0,1
062611,06,06,26,26,11,11,21.88416667,0.583333333,0,0,2
062712,06,06,27,27,12,12,22.23166667,0.833333333,0,0,3
062713,06,06,27,27,13,13,22.2675,1.583333333,0,0,4
062714,06,06,27,27,14,14,22.105,0.916666667,0,0,3
062715,06,06,27,27,15,15,21.73583333,1.833333333,0,0,2
062716,06,06,27,27,16,16,21.155,1.25,0,0,2
062717,06,06,27,27,17,17,20.76666667,1.75,0.066666667,0,7
062718,06,06,27,27,18,18,20.65583333,3.083333333,0,0,12
062719,06,06,27,27,19,19,20.88166667,2.166666667,6.166666667,0,7
062720,06,06,27,27,20,20,21.32166667,2.083333333,20.10833333,0,1
062721,06,06,27,27,21,21,22.535,2.25,56.44166667,0,4
062722,06,06,27,27,22,22,23.31166667,1.583333333,42.33333333,0,2
062723,06,06,27,27,23,23,25.39666667,4.083333333,115.8916667,0,2
062724,06,06,27,27,24,24,25.65916667,4.333333333,119.6333333,0,3
062701,06,06,27,27,01,01,25.14583333,4.166666667,78.39166667,0,1
062702,06,06,27,27,02,02,24.99666667,2.916666667,38.375,0,0
062703,06,06,27,27,03,03,24.43166667,2.416666667,11.50833333,0,0
062704,06,06,27,27,04,04,23.965,2,0.825,0,1
062705,06,06,27,27,05,05,23.47916667,1.083333333,0,0,0
062706,06,06,27,27,06,06,23.4175,1.083333333,0,0,0
062707,06,06,27,27,07,07,23.41833333,0.583333333,0,0,1
062708,06,06,27,27,08,08,23.69166667,0.75,0,0,0
062709,06,06,27,27,09,09,23.23666667,1.5,0,0,2
062710,06,06,27,27,10,10,22.625,1.333333333,0.133333333,0,1
062711,06,06,27,27,11,11,21.92166667,1.5,0,0,2
062812,06,06,28,28,12,12,21.63833333,2,0.066666667,0,3
062813,06,06,28,28,13,13,21.52416667,1.583333333,0.133333333,0,2
062814,06,06,28,28,14,14,21.3325,1.083333333,0,0,2
062815,06,06,28,28,15,15,21.20916667,2.166666667,0,0,5
062816,06,06,28,28,16,16,20.71916667,1.75,0.066666667,0,1
062817,06,06,28,28,17,17,20.27916667,1,0,0,7
062818,06,06,28,28,18,18,20.38,1.666666667,0.066666667,0,2
062819,06,06,28,28,19,19,20.43333333,2.416666667,8.375,0,7
062820,06,06,28,28,20,20,20.76083333,2.166666667,27.05833333,0,3
062821,06,06,28,28,21,21,22.13583333,2.333333333,54.61666667,0,4
062822,06,06,28,28,22,22,23.38166667,1.333333333,52.60833333,0,2
062823,06,06,28,28,23,23,24.49916667,3.416666667,70.325,0,2
062824,06,06,28,28,24,24,24.92166667,4.5,78.94166667,0,2
062801,06,06,28,28,01,01,25.06666667,4.75,69.9,0,1
062802,06,06,28,28,02,02,24.67166667,5.166666667,36.16666667,0,1
062803,06,06,28,28,03,03,24.3975,4.166666667,12.33333333,0,1
062804,06,06,28,28,04,04,23.4925,2.25,0.066666667,0.016666667,0
062805,06,06,28,28,05,05,22.62916667,2.083333333,0,0.033333333,1
062806,06,06,28,28,06,06,23.10166667,2.583333333,0.066666667,0,0
062807,06,06,28,28,07,07,22.65166667,3.25,0.133333333,0,3
062808,06,06,28,28,08,08,22.44666667,2.666666667,0,0,1
062809,06,06,28,28,09,09,22.16916667,1.25,0,0,1
062810,06,06,28,28,10,10,21.67416667,1.333333333,0,0.033333333,1
062811,06,06,28,28,11,11,21.69416667,1.166666667,0.066666667,0,0
062912,06,06,29,29,12,12,21.66,0.75,0.066666667,0,3
062913,06,06,29,29,13,13,21.42083333,0.666666667,0.066666667,0,6
062914,06,06,29,29,14,14,21.20583333,1.166666667,0,0,2
062915,06,06,29,29,15,15,20.945,0.333333333,0,0,3
062916,06,06,29,29,16,16,20.61916667,0.666666667,0.066666667,0,4
062917,06,06,29,29,17,17,20.5,0.666666667,0,0,9
062918,06,06,29,29,18,18,20.735,1.333333333,0.55,0.033333333,10
062919,06,06,29,29,19,19,21.40666667,1.083333333,10.825,0.066666667,6
062920,06,06,29,29,20,20,22.21083333,1.833333333,41.45,0,6
062921,06,06,29,29,21,21,24.0275,1.75,95.25833333,0,4
062922,06,06,29,29,22,22,25.3175,3,102.825,0,3
062923,06,06,29,29,23,23,24.445,1.916666667,85.6,0,2
062924,06,06,29,29,24,24,25.4225,2.75,106.5833333,0,1
